major,gender,attendance,homework_completion,lib_borrow,club_participation,class_interaction,exam_score,gpa
外国语言文学学院,1,24,0.9983626561545369,0,0,9,96,3.2814124148263284
生命科学学院,1,28,0.8382202804929944,5,0,0,78,2.128131619571036
历史学院,0,31,0.9143486502372422,2,0,18,91,3.4437591612037126
物理与天文学院,0,23,0.9076245893524684,7,0,16,79,3.1786297791217555
体育与运动学院,0,25,0.7401270103489315,3,1,3,80,1.7041128655790938
生命科学学院,1,22,0.7487397210815836,5,1,11,74,1.9810859480912366
数学科学学院,0,22,0.8896305687161612,9,1,19,76,3.0480385828482928
外国语言文学学院,1,24,0.799993412641934,8,0,7,83,2.9169718410616214
地理科学学部,0,27,0.8282282836521552,7,1,15,80,3.027547537424762
经济与工商管理学院,1,27,0.885162316145935,3,1,0,74,2.1781576641875455
统计学院,1,22,0.9110300108156201,9,0,8,70,1.988336303070583
化学学院,0,27,0.7086066310932285,7,0,10,96,2.8640829146504703
统计学院,1,30,0.6587175037747851,6,0,11,89,2.678214004370688
教育学部,1,27,0.7167178586894901,4,1,8,77,2.1016377506196946
政府管理学院,1,22,0.8030153300368302,6,0,5,87,2.6074850063324284
哲学学院,0,29,0.7368565269188156,6,1,8,72,2.1239882989166943
社会学院,1,29,0.8273451035390376,9,1,5,69,2.410631575504862
政府管理学院,0,21,0.6213862896502513,1,0,5,98,2.0029118567608757
人工智能学院,0,29,0.8039001646455068,6,1,19,71,2.858413471271234
人工智能学院,1,21,0.7471939627750832,2,1,2,97,1.884757013500279
历史学院,0,28,0.8138667019571529,7,0,2,99,3.041057428762508
文学院,1,26,0.7690133419539907,7,1,15,85,3.022344286708641
艺术与传媒学院,0,25,0.713690340255017,8,1,1,78,1.8689887422216043
数学科学学院,1,26,0.9616431621830543,3,1,3,82,3.068760432690478
体育与运动学院,0,27,0.6739059953685428,9,0,8,95,2.854292295587779
外国语言文学学院,1,31,0.8725462302322238,2,1,6,86,2.426438131064953
政府管理学院,1,20,0.9698578850329657,8,0,2,75,1.9433114304582217
人工智能学院,1,27,0.8154679838741732,8,0,12,66,2.3096233596051285
数学科学学院,1,22,0.9505633954317928,1,1,13,72,2.5020674952614046
环境学院,0,22,0.6499405913733137,5,0,8,71,1.386838715936066
教育学部,0,25,0.7975155081025632,2,1,0,86,1.979108494689455
艺术与传媒学院,1,23,0.7828101121923757,4,0,11,92,3.105733162332787
物理与天文学院,0,23,0.6032475228147979,1,0,0,90,1.863645003743094
社会学院,1,23,0.7773029365437338,3,1,8,70,2.0958643627050364
数学科学学院,1,29,0.7476119025530391,2,0,6,76,2.01295686419774
统计学院,0,28,0.8679194911098461,1,1,2,97,3.126410016453409
教育学部,0,27,0.9753319114306074,5,1,3,61,1.5294440010454253
艺术与传媒学院,1,22,0.6343164353048146,2,1,6,62,1.0
新闻传播学院,0,20,0.7309905546858493,3,1,14,93,2.6457658935374755
教育学部,1,20,0.7776258949577007,5,1,0,91,2.1083746034406405
历史学院,0,20,0.7820741512137533,4,0,5,83,2.06683068404457
化学学院,0,23,0.9099238883369015,3,1,4,83,2.4491410539183587
新闻传播学院,0,25,0.7773582663333763,3,1,10,72,1.9194565470390088
生命科学学院,0,23,0.6108645205814613,1,1,16,81,2.052856131716897
教育学部,0,30,0.8840416378371325,9,1,2,78,2.767321629052867
社会学院,1,30,0.9539318780582686,3,0,11,89,3.5363165881340484
数学科学学院,0,22,0.8055618850198691,7,0,19,98,3.8660364975803914
数学科学学院,0,27,0.8324434086794021,4,0,9,80,2.671158419592419
政府管理学院,1,27,0.6651745755876184,9,0,6,82,2.5621083674703335
环境学院,1,25,0.6882583778715828,9,1,14,75,2.1236910529085713
法学院,1,28,0.6940680956498447,7,1,17,66,2.4528825680214927
人工智能学院,0,31,0.7722967899525182,5,1,18,79,3.302822753850363
教育学部,0,29,0.9712580883582569,9,1,0,73,2.643691771342394
经济与工商管理学院,1,20,0.8087139066859544,4,1,12,85,2.3442266459551586
艺术与传媒学院,1,27,0.676839058080541,3,1,3,81,2.0401590486190115
教育学部,1,25,0.7064350943475799,9,1,17,95,3.2764473243377323
法学院,1,20,0.7536060118908737,8,1,11,85,2.6322787457945234
文学院,0,23,0.8493035902771198,9,1,3,71,2.0004534922556836
生命科学学院,0,24,0.7760132612016022,4,1,3,90,2.3238146099642756
经济与工商管理学院,0,26,0.7569779376707699,9,0,4,99,3.4293419333788413
统计学院,0,27,0.8258914401595979,5,0,18,63,2.2946351456084058
人工智能学院,0,28,0.6967339979817861,6,1,8,99,3.138287163949805
教育学部,1,31,0.6315613090338329,0,1,6,86,2.418843686208829
外国语言文学学院,0,31,0.6097657259288888,8,0,6,68,1.7193217102721183
法学院,1,25,0.7005036653868508,7,1,11,71,2.313665519027443
数学科学学院,1,29,0.6366368136577875,4,1,9,88,2.7378079174062826
数学科学学院,1,28,0.7345362554083067,2,1,19,87,2.8255684805501535
文学院,0,23,0.9091734161439022,4,1,12,75,2.739290878159555
化学学院,1,27,0.8865177321947353,4,1,5,67,2.4674430751947325
生命科学学院,0,22,0.8443710491152115,8,0,8,72,2.010093665965223
社会学院,1,23,0.9410000975517915,6,1,18,73,2.7055932873683144
地理科学学部,0,29,0.7128270498177107,1,0,15,74,2.337207834657399
物理与天文学院,1,23,0.9540215012119863,4,1,10,68,2.3621953942925944
人工智能学院,0,25,0.7596956678676716,8,1,3,91,2.6101023922567745
人工智能学院,1,28,0.7603573273066506,1,1,0,81,2.2349072321678323
统计学院,1,25,0.7621406454502087,7,0,11,84,2.5321232901764192
马克思主义学院,1,20,0.6392377464963925,2,0,3,85,1.7068658575410094
教育学部,1,24,0.9901961993324223,3,1,4,88,3.073194547054844
社会学院,0,28,0.6554027111300637,1,0,5,77,1.835566578290737
物理与天文学院,0,24,0.7363542897876738,8,0,13,95,2.96864999532037
人工智能学院,0,25,0.7277201281307029,5,0,0,79,1.5585271491202497
人工智能学院,1,22,0.6298717731266839,8,1,7,92,2.059056430521685
体育与运动学院,1,27,0.6609040520447507,7,0,14,79,2.1888507503129357
经济与工商管理学院,1,29,0.6179433344741543,8,0,11,62,1.404513372059764
马克思主义学院,1,30,0.7169617974242054,4,0,18,93,3.7059009902426174
社会学院,1,23,0.9466627696115626,5,1,6,65,2.032989420506703
外国语言文学学院,1,23,0.7357768822949537,6,0,8,90,2.955545439498381
社会学院,0,30,0.6494767328269516,4,0,10,94,2.9429583062441
新闻传播学院,0,31,0.8582775473535671,0,1,7,91,2.8029770704632497
文学院,0,24,0.9986403648219642,8,1,3,68,2.2605515242162295
统计学院,0,29,0.6929295158127711,1,1,9,86,2.6670848531216915
地理科学学部,0,28,0.7118284021482277,6,0,19,83,3.0903385138103494
物理与天文学院,0,27,0.9887388217123154,7,1,9,81,3.0891045159236463
化学学院,0,26,0.6715105150201949,7,1,7,89,2.7070526643824375
体育与运动学院,0,24,0.8044856269836655,0,0,13,95,2.813189922971188
经济与工商管理学院,1,28,0.695860853206438,9,1,3,85,2.436514044758529
文学院,1,28,0.9729407591604975,6,0,19,61,3.0246784259798574
统计学院,1,29,0.9926084058305176,8,1,2,66,2.335946329633905
哲学学院,1,29,0.9258791384480062,2,1,2,86,2.902855086368377
环境学院,1,21,0.7259135263251242,7,0,3,75,1.6212735632694555
法学院,1,23,0.761394990112202,7,0,11,88,2.7562199917404397
政府管理学院,1,27,0.6969222734665685,8,0,17,80,2.8726211399824693
地理科学学部,0,20,0.9563031868035966,7,0,18,85,3.233602898196275
外国语言文学学院,0,24,0.9658233110752632,4,1,10,77,3.058263422383184
马克思主义学院,1,27,0.7675482648984189,4,1,17,60,2.2072555638720455
法学院,0,21,0.8626132279612007,2,0,13,61,1.9311870931947641
政府管理学院,0,21,0.6662212719098776,5,1,10,73,1.9907060436048127
法学院,0,27,0.7739743601453636,9,0,13,97,3.5592028166458585
经济与工商管理学院,0,29,0.852599642669399,2,1,2,74,1.9865675204275917
教育学部,0,31,0.7541612474072078,1,0,1,95,2.8221606542332043
哲学学院,1,28,0.743039810274584,6,0,8,83,2.6066993325663024
物理与天文学院,0,26,0.600399596906777,9,0,7,84,2.035917744351076
化学学院,1,27,0.9217173855108456,2,0,4,68,2.3059532327393217
物理与天文学院,1,24,0.9557350448085793,3,1,8,74,2.308990329202692
数学科学学院,1,20,0.9877854118183329,9,0,4,96,3.0285389726524437
法学院,0,23,0.8877085540276861,7,0,12,65,2.147768153514963
地理科学学部,1,21,0.8195169249479538,0,1,10,71,1.6682238451307279
化学学院,1,22,0.7077138079234837,8,1,10,86,2.4852268646251883
环境学院,1,31,0.9997197903853994,5,0,19,66,3.1061573891316145
教育学部,1,22,0.8359011418128423,1,1,11,87,2.7316025431104713
社会学院,0,28,0.8724616289321785,2,1,18,71,3.211036780444106
化学学院,1,29,0.872962464782127,4,0,12,94,3.470123710288863
外国语言文学学院,1,23,0.9381007183028726,5,0,8,61,2.0462180956721654
物理与天文学院,1,21,0.6038690155387677,8,0,3,85,1.738369918508071
哲学学院,1,22,0.6880987761725488,1,1,6,79,1.707697574800489
化学学院,0,22,0.8662136000680056,4,1,4,84,2.53720951333125
化学学院,1,26,0.9580582947298271,6,1,6,80,2.6449476374323133
生命科学学院,1,27,0.8741355127685424,6,0,7,60,2.132287051139783
数学科学学院,1,30,0.7653965165974721,3,0,13,87,2.865292347858361
艺术与传媒学院,1,25,0.7446221983481046,2,1,9,97,3.177783263086072
外国语言文学学院,1,23,0.8951792033133281,7,0,5,72,2.086040709452068
统计学院,1,25,0.8964950788548773,1,1,4,89,2.546837570167478
化学学院,0,30,0.8428231970022761,4,1,14,69,2.6979909740260197
法学院,1,20,0.7165868096389348,9,0,15,81,2.1414837893618617
社会学院,0,29,0.9700619273562174,4,0,1,88,2.733937641289153
哲学学院,0,27,0.8207519768474556,0,1,14,64,2.2622675435110042
统计学院,1,20,0.9161969424993323,6,0,7,67,2.1824983138703784
社会学院,0,24,0.6857233048647327,3,0,12,70,1.724341582276854
哲学学院,1,21,0.7376163154458911,9,0,16,85,3.0116392583417886
环境学院,0,25,0.9498318065549369,1,0,14,78,2.805552082549527
新闻传播学院,1,28,0.6200428119759873,7,0,13,78,2.3801071292678873
生命科学学院,0,24,0.8049261245026649,3,0,18,89,3.1810159212227127
统计学院,0,23,0.7926821919376036,0,1,12,95,3.2504264383333137
历史学院,1,21,0.9004920755632329,7,0,6,68,2.151669245653469
数学科学学院,0,31,0.7127575082397329,6,1,7,66,1.960807250447076
政府管理学院,0,22,0.6876267287438398,2,1,6,77,2.2127046642146095
教育学部,0,25,0.9704531355092935,2,1,18,68,2.838371216570881
物理与天文学院,0,27,0.828683860783386,6,0,14,65,2.357345969431714
社会学院,0,27,0.6418758273134618,1,1,6,65,1.453753297988789
生命科学学院,1,24,0.6772144648857285,4,0,16,81,2.3734632729874763
政府管理学院,0,24,0.9995304238056993,6,1,17,76,3.515222336095652
法学院,0,29,0.678243598500877,5,1,18,74,2.6120604315790494
政府管理学院,1,22,0.8441902045414715,9,1,2,68,1.9235410549529721
数学科学学院,1,26,0.7680512315982473,6,0,6,65,1.20421478385638
环境学院,1,25,0.9542396379399342,1,1,9,82,2.8734610936198757
外国语言文学学院,0,20,0.9020674369181311,6,1,6,76,2.1774924523157257
政府管理学院,0,23,0.8387805585047263,1,0,10,91,2.80580323520149
经济与工商管理学院,0,25,0.604295592719193,6,1,2,91,1.8737256725544222
环境学院,0,30,0.9519180829973839,7,1,8,96,3.702814704812404
新闻传播学院,1,25,0.7778669883354865,9,1,3,62,1.6429644762571314
教育学部,1,30,0.9726310612074306,7,1,7,75,2.892813544870591
物理与天文学院,0,31,0.7982156051416804,4,1,11,61,2.2895165014290555
马克思主义学院,0,31,0.8776897956730902,6,1,7,62,2.2786473939763465
马克思主义学院,0,22,0.6277170597866568,7,0,14,73,2.055233860426494
地理科学学部,0,25,0.8980606614107143,3,1,13,73,2.8290548227619197
历史学院,1,31,0.7351984125247691,1,0,4,89,2.7698746389681292
社会学院,1,29,0.7405436057327124,6,0,16,99,3.5155022486160115
哲学学院,0,25,0.647462337883756,0,0,19,86,2.5688176576300976
经济与工商管理学院,1,31,0.6587428594560809,1,0,10,76,2.5073239052541094
社会学院,0,28,0.674303622482484,9,1,14,98,3.195744003108537
化学学院,0,28,0.731282467428569,6,1,12,68,2.1377564090820815
心理学部,1,21,0.9567879651102422,9,0,3,95,2.99231395508179
环境学院,0,23,0.7473040952920322,0,0,12,69,1.6474443040570144
新闻传播学院,1,28,0.8897450826252873,6,1,12,88,3.3804944980493543
外国语言文学学院,0,23,0.6330990015559486,4,1,10,63,1.6243398811094685
体育与运动学院,1,27,0.836439519708797,2,1,4,80,1.9761473623994943
经济与工商管理学院,0,29,0.7927564925081758,1,0,13,96,3.2081971009089276
哲学学院,1,31,0.9911831787818018,6,0,2,61,2.236411156828749
地理科学学部,0,22,0.9384831079515852,8,0,17,74,3.2347060026529273
文学院,0,22,0.7819319089754599,8,1,2,87,2.0126529081121367
教育学部,1,28,0.9100571056181355,9,0,5,84,3.124513629663407
教育学部,0,30,0.677215496517511,9,0,7,85,2.5729511433553727
心理学部,1,29,0.8249345309567112,7,1,16,68,2.7683915259047236
统计学院,1,27,0.6298476222274833,1,1,0,89,2.190732440668573
体育与运动学院,0,20,0.7392356129006732,0,1,6,68,1.3353227310657758
数学科学学院,0,29,0.6903448726488681,7,1,17,60,2.1469060871386523
外国语言文学学院,0,21,0.8875639261300843,1,1,3,71,1.8004794978669398
人工智能学院,0,22,0.7960362764857446,3,0,9,72,1.9819320181579108
艺术与传媒学院,1,30,0.9004281915392042,3,0,4,73,2.1719027257353787
生命科学学院,0,21,0.8061181750525782,1,1,7,69,1.7282514880301758
化学学院,0,22,0.6345937768606554,3,0,12,76,1.922876265429279
环境学院,0,27,0.8941470598930107,6,1,16,76,2.752217781109141
外国语言文学学院,1,30,0.9332917055951222,5,0,3,90,3.2836782280501366
法学院,0,30,0.961412490365117,9,1,9,85,3.6491357444068315
法学院,1,31,0.8287967781226833,5,1,7,94,3.3481609548445497
心理学部,0,25,0.901434143599798,3,0,9,95,2.937249250070775
统计学院,1,26,0.9008177347530508,1,1,12,70,2.339852476967894
社会学院,0,29,0.6622999039195777,4,1,11,75,1.7831905126668695
艺术与传媒学院,0,29,0.6656882749838283,2,1,12,88,2.65625481571116
环境学院,1,25,0.6283542023236505,2,0,9,77,1.6447616290956195
经济与工商管理学院,0,20,0.7279654540561206,3,0,0,70,1.1338944426584612
统计学院,0,30,0.7894034350964259,4,1,8,70,2.481377730800112
环境学院,0,22,0.9991591411016868,1,0,2,68,1.7910042400496526
物理与天文学院,1,20,0.7723973368272679,5,0,16,84,2.7187879609241343
外国语言文学学院,0,31,0.8904970354029483,5,1,9,91,3.4232977554234516
外国语言文学学院,1,29,0.8773588105090138,7,0,18,93,3.6611862568035827
地理科学学部,1,31,0.6817927801002318,1,1,5,62,1.8078878711505895
生命科学学院,1,28,0.6234028605797746,7,1,6,73,2.0325707047708925
体育与运动学院,0,28,0.818402700613435,7,1,10,99,3.2948700258667745
哲学学院,1,24,0.8801222369257904,3,1,15,84,3.1355718557247756
环境学院,1,23,0.9993007160745024,6,0,3,75,2.359315442392418
人工智能学院,0,31,0.7434444209124683,6,1,3,95,3.0536933308234677
物理与天文学院,1,28,0.9585458248324387,0,0,17,68,2.5417131673242737
外国语言文学学院,1,28,0.7527729823476745,0,0,17,63,2.040835387345324
化学学院,0,22,0.875764683372205,7,0,6,61,1.7747271594539957
人工智能学院,0,24,0.8393011722068208,0,1,10,84,2.3862846757186986
心理学部,1,22,0.6211915173210387,2,1,4,81,1.659344111952402
政府管理学院,0,29,0.6313553707881033,5,1,17,64,2.02698395776098
心理学部,0,21,0.6083056358897844,7,1,6,80,1.74711806028921
社会学院,0,20,0.7483336338375958,4,1,1,69,1.4953126661022191
外国语言文学学院,1,31,0.8983204195064043,4,1,4,82,3.3886728734612706
外国语言文学学院,1,29,0.6691021575962891,3,1,4,86,2.3079216299304592
历史学院,0,21,0.8423411873535583,3,0,18,89,3.048787653272837
政府管理学院,1,27,0.7155311120124311,6,0,1,63,1.733637430773317
数学科学学院,0,30,0.9187970495916289,5,1,18,65,3.1762748512619776
艺术与传媒学院,0,27,0.9193584596011963,7,1,4,85,3.2562378646974897
政府管理学院,0,22,0.9101658059865694,5,0,11,69,2.323635272316631
马克思主义学院,0,26,0.8099334055205507,9,1,12,64,2.4236862869163263
教育学部,0,26,0.7138266840319407,6,0,19,98,3.497806756312731
法学院,1,21,0.9237776175514538,9,0,6,96,3.1403112580591546
物理与天文学院,1,28,0.6744402247756965,9,1,1,99,2.7887728869346784
统计学院,1,22,0.7159038408114624,4,1,13,60,1.6606123281357092
生命科学学院,1,21,0.6735790824642486,5,0,4,93,2.1874039154102483
地理科学学部,0,31,0.8696840641550591,0,0,19,67,3.0785031032795938
历史学院,0,22,0.8744944112463272,2,1,11,80,2.668916464185239
哲学学院,1,21,0.8610039971147012,7,0,3,90,2.5803722379685072
化学学院,1,27,0.7662405867458671,2,1,16,82,2.8894360545048436
新闻传播学院,0,24,0.6400684028805733,0,1,15,70,1.752710152344505
历史学院,0,22,0.9644678338060084,2,1,9,75,2.2768041575228994
人工智能学院,0,24,0.8030923856048953,3,1,2,86,2.477474016654985
政府管理学院,1,30,0.7627888779644366,7,0,0,66,1.905733693065836
艺术与传媒学院,0,30,0.8355299572993173,8,1,5,83,2.6259977527412355
艺术与传媒学院,0,27,0.6771161743276424,3,1,2,91,2.080296392699625
物理与天文学院,1,26,0.6530195116419497,6,0,18,94,3.2781212463841753
数学科学学院,1,25,0.7622100885831774,0,0,6,90,2.369053220378882
马克思主义学院,1,20,0.6908882776399642,8,0,8,88,2.0727968340677116
社会学院,0,29,0.6977161178148659,3,1,11,63,1.5419603555145205
经济与工商管理学院,0,20,0.9570045951114118,8,0,13,94,3.315633409020212
数学科学学院,1,20,0.81230367087433,2,0,0,70,1.3544509916581846
体育与运动学院,0,29,0.7933876257293404,4,1,12,93,3.235518437143437
心理学部,0,27,0.8757918374914389,0,0,1,98,2.5977809789683812
社会学院,0,27,0.9806192454706959,2,0,2,74,2.2294530998741524
政府管理学院,1,26,0.6448794257882257,4,0,10,73,1.9917856584705358
体育与运动学院,1,25,0.9334138268437029,5,0,4,80,2.857711920852307
法学院,0,23,0.8336076719471384,7,1,1,66,1.6429016360152404
体育与运动学院,0,20,0.6584661415247349,0,1,13,76,2.012299626065391
地理科学学部,0,28,0.7188597274755967,2,1,12,77,2.547919194992447
教育学部,0,20,0.7929445665858958,0,0,13,73,1.8647693274033061
哲学学院,1,23,0.8764708578309692,4,0,2,97,2.985273606929968
法学院,1,22,0.6970428067813809,7,0,7,88,2.5310403846170724
艺术与传媒学院,0,26,0.8139515261870359,3,1,12,69,2.178617499064953
化学学院,0,24,0.8738686509663447,8,0,11,76,2.6377850454524836
哲学学院,1,24,0.7794963003390025,5,1,17,91,3.1002692723596756
人工智能学院,0,23,0.9452103844480704,5,1,17,79,2.8821941941363898
政府管理学院,1,20,0.9477836411361618,4,0,16,76,2.9536556548946216
